EXPOCODE 3250031_1   WHP-ID P31     CRUISE DATES 012594 TO 021994         20020814WHPOSIODM                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  TCARBN  ALKALI      PH  PHTEMP  CFC-11  CFC-12         QUALT1         QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG           DEG C PMOL/KG PMOL/KG                             *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                             *
      77       1      28      28    58.4 29.6055 35.0009   196.7 29.5912 34.9794   202.5    1.66    0.14    0.00    0.20  1942.0  2304.6  8.1394   25.00   1.610   0.893 22222222222244 22222222222244
      77       1      27      27   108.7 26.1404 36.0593   151.6 26.1160 36.0547   145.3    2.55    4.84    0.72    0.65    -9.0    -9.0  8.0180   25.00   1.683   0.925 22222222299244 22222222299244
      77       1      26      26   208.8 19.9233 35.7965   145.6 19.8846 35.7546   141.1    3.45    8.74    0.01    0.85  2120.4  2357.0  7.9070   25.00   1.690   0.906 22222222222244 22222222222244
      77       1      25      25   309.1 13.9415 35.0386   113.7 13.8967 35.0269   108.5   11.10   18.35    0.01    1.49  2164.5    -9.0  7.7332   25.00   0.907   0.480 22222222229244 22222222229244
      77       1      24      24   409.6 10.3327 34.7428   110.8 10.2838 34.7387   108.4   21.31   26.37    0.00    1.89  2194.6  2305.9  7.6360   25.00   0.299   0.161 22222222222244 22222222222244
      77       1      23      23   510.4  7.5570 34.5747   112.3  7.5063 34.5651   115.1   33.34   31.94    0.00    2.19  2217.1    -9.0  7.5757   25.00   0.055   0.033 22222222229244 22222222229244
      77       1      22      22   611.2  6.4929 34.5304   106.4  6.4367 34.5311   111.9   43.00   34.82    0.00    2.37  2234.6  2316.9  7.5459   25.00   0.023   0.009 22222222222244 22222222222244
      77       1      21      21   711.5  5.9720 34.5180   112.6  5.9089 34.5174   109.6   48.83   36.02    0.00    2.45  2244.5    -9.0  7.5354   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1      20      20   811.4  5.4136 34.5087   110.0  5.3446 34.5091   112.2   56.12   36.80    0.00    2.50  2252.4  2326.1  7.5298   25.00   0.014   0.017 22222222222244 22222222222244
      77       1      19      19   912.6  4.9628 34.5113   112.6  4.8876 34.5135   111.3   63.80   37.53    0.00    2.56  2262.2    -9.0  7.5224   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1      18      18  1013.1  4.5084 34.5189   115.3  4.4276 34.5192   114.6   71.68   37.79    0.00    2.57  2270.4  2345.8 -9.0000   -9.00  -9.000  -9.000 22222222222999 22222222222999
      77       1      17      17  1213.0  3.7957 34.5440   119.2  3.7038 34.5444   121.7   86.10   37.57    0.00    2.58  2282.3    -9.0  7.5233   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1      16      16  1414.1  3.1674 34.5707   128.3  3.0649 34.5715   128.8   98.28   37.25    0.00    2.56  2295.4  2373.4  7.5410   25.00  -9.000  -9.000 22222222222299 22222222222299
      77       1      15      15  1616.2  2.6588 34.5987   138.4  2.5453 34.5994   136.5  107.78   36.82    0.00    2.52  2301.5  2385.1  7.5522   25.00   0.013   0.004 22222222222244 22222222222244
      77       1      14      14  1820.7  2.3218 34.6211   142.2  2.1957 34.6226   140.7  115.89   36.66    0.00    2.50  2309.4    -9.0  7.5615   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1      13      13  2024.4  2.1058 34.6372   143.9  1.9656 34.6399   143.6  121.95   36.60    0.01    2.49  2313.7  2403.9  7.5629   25.00  -9.000  -9.000 22232222222299 22232222222299
      77       1      12      12  2229.3  1.9710 34.6492   143.4  1.8154 34.6503   141.8  128.72   36.80    0.01    2.50  2319.2    -9.0  7.5629   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1      11      11  2432.6  1.8685 34.6581   145.7  1.6967 34.6582   145.1  131.10   36.59    0.01    2.49  2322.1  2413.6  7.5682   25.00   0.005   0.019 22222222222244 22222222222244
      77       1      10      10  2636.8  1.7807 34.6634   145.4  1.5920 34.6643   144.2  135.15   36.63    0.00    2.50  2324.7    -9.0  7.5704   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1       9       9  2840.6  1.7117 34.6673   145.3  1.5055 34.6675   144.3  137.58   36.63    0.00    2.50  2327.0  2420.0  7.5672   25.00  -9.000  -9.000 22222222222299 22222222222299
      77       1       8       8  2942.3  1.6854 34.6690   146.0  1.4700 34.6699   145.5  137.53   36.57    0.01    2.50  2326.4    -9.0  7.5687   25.00  -9.000  -9.000 22222222229299 22222222229299
      77       1       7       7  3043.7  1.6504 34.6715   147.8  1.4261 34.6736   147.1  137.69   36.46    0.01    2.49  2325.5  2418.3  7.5728   25.00  -9.000  -9.000 22222222222299 22222222222299
      77       1       6       6  3143.1  1.6200 34.6745   150.3  1.3867 34.6754   149.4  137.85   36.29    0.01    2.48  2322.3    -9.0  7.5760   25.00   0.001   0.004 22222222229244 22222222229244
      77       1       5       5  3244.0  1.5842 34.6770   153.0  1.3418 34.6770   152.5  137.80   36.08    0.00    2.46  2321.1  2417.7  7.5773   25.00  -9.000  -9.000 22222222222299 22222222222299
      77       1       4       4  3345.6  1.5421 34.6801   156.6  1.2905 34.6801   156.7  136.71   35.81    0.00    2.44  2316.8    -9.0  7.5811   25.00  -0.002  -0.002 22222222229244 22222222229244
      77       1       3       3  3447.8  1.5261 34.6817   158.3  1.2646 34.6786   159.1  135.83   35.60    0.00    2.43  2315.1  2413.0  7.5829   25.00  -0.003  -0.001 22232222222244 22232222222244
      77       1       2       2  3551.0  1.4815 34.6852   161.5  1.2106 34.6847   164.0  132.91   35.23    0.00    2.40  2309.2    -9.0  7.5861   25.00  -0.003  -0.005 22222222229244 22222222229244
      77       1       1       1  3641.9  1.4304 34.6890   169.4  1.1514 34.6893   169.5  130.21   34.75    0.00    2.37  2274.4  2400.1  7.5909   25.00  -0.003  -0.002 22222222222244 22222222222244
      78       1      27      27     2.4 29.8181 33.6047   205.3 29.8175 33.6044   193.8    1.83    0.11    0.00    0.08    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      26      26    11.5 29.7569 33.5966   198.3 29.7541 33.5855   194.4    1.62    0.11    0.00    0.07    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      25      25    56.5 29.5705 34.9513   195.1 29.5567 35.0125   200.0    1.78    0.12    0.00    0.17    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      24      24   106.1 27.2492 36.0581   164.0 27.2246 36.0775   169.5    2.12    1.47    0.19    0.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      23      23   206.7 21.5408 35.9941   127.2 21.5003 35.9563   143.7    2.83    7.47    0.02    0.76    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      22      22   306.8 14.5135 35.0855   105.4 14.4678 35.0797   113.2    9.76   16.62    0.01    1.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      21      21   407.7  9.8881 34.6909   100.3  9.8408 34.6940   100.4   22.17   27.23    0.01    1.97    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      20      20   508.3  8.0367 34.5875   118.0  7.9844 34.5863   117.0   29.65   30.45    0.01    2.10    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      19      19   608.2  6.6533 34.5347   112.2  6.5966 34.5353   111.0   41.15   34.32    0.01    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      18      18   708.0  5.9423 34.5168   111.3  5.8797 34.5173   109.8   49.01   35.89    0.01    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      17      17   809.6  5.3884 34.5074   113.8  5.3197 34.5075   112.4   55.96   36.73    0.01    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      16      16   911.0  4.8061 34.5091   115.7  4.7321 34.5110   115.3   64.95   37.21    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      15      15  1011.7  4.2912 34.5234   116.3  4.2123 34.5232   116.8   75.27   37.63    0.01    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      14      14  1213.4  3.6079 34.5508   122.2  3.5177 34.5506   122.2   89.42   37.62    0.01    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      13      13  1415.3  3.1325 34.5709   129.0  3.0303 34.5714   130.0   98.27   37.20    0.01    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      12      12  1616.5  2.6397 34.5994   135.7  2.5264 34.5997   136.6  108.21   36.89    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      11      11  1818.2  2.3066 34.6207   142.0  2.1809 34.6214   143.1  114.40   36.47    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1      10      10  2019.9  2.1095 34.6371   140.8  1.9697 34.6383   142.3  121.48   36.62    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       9       9  2222.0  1.9637 34.6490   137.8  1.8088 34.6495   139.2  129.69   36.88    0.01    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       8       8  2424.6  1.8637 34.6565   139.7  1.6927 34.6572   139.9  133.76   36.88    0.01    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       7       7  2625.8  1.7931 34.6616   139.4  1.6052 34.6631   141.0  136.62   36.93    0.01    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       6       6  2828.9  1.7222 34.6665   142.0  1.5169 34.6681   143.3  138.26   36.78    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       5       5  3031.6  1.6576 34.6707   146.2  1.4343 34.6716   145.8  139.08   36.57    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       4       4  3133.0  1.6212 34.6739   147.6  1.3889 34.6746   148.5  138.01   36.36    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       3       3  3235.0  1.5888 34.6762   151.6  1.3472 34.6764   151.2  137.57   36.25    0.00    2.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      78       1       2       2  3335.6  1.5565 34.6789   156.7  1.3057 34.6794   154.4  137.33   36.04    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22322222299999 22322222299999
      78       1       1       1  3381.6  1.5525 34.6799   153.9  1.2970 34.6806   155.2  137.10   35.94    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22322222299999 22322222299999
      79       1      31      31     2.5 29.6728 33.5663   203.3 29.6721 33.5669   193.9    1.71    0.16    0.00    0.09    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      30      30    12.3 29.6795 33.5666   194.6 29.6765 33.5673   194.3    1.51    0.16    0.00    0.09    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      29      29    57.3 29.6746 35.0189   211.1 29.6605 35.1666   200.2    1.49    0.16    0.00    0.18    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      28      28   107.1 28.1099 35.9552   207.5 28.0846 35.9914   197.8    1.47    0.15    0.00    0.23    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      27      27   207.6 21.7701 36.0203   149.9 21.7291 36.0061   144.1    2.56    7.26    0.02    0.76    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      26      26   308.6 15.0106 35.1431   121.8 14.9636 35.1369   115.6    9.18   15.80    0.01    1.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      25      25   408.8 10.4202 34.7103   109.6 10.3712 34.7224   104.0   19.48   25.39    0.01    1.90    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      24      24   509.0  8.0418 34.5893   111.1  7.9894 34.5864   112.8   30.51   30.91    0.01    2.14    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      23      23   608.9  6.5879 34.5203   120.0  6.5315 34.5208   122.8   39.89   33.43    0.01    2.27    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      22      22   709.8  5.8556 34.5132   108.0  5.7933 34.5134   112.9   50.20   35.84    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      21      21   809.3  5.3735 34.4995   118.5  5.3049 34.4987   122.2   54.79   35.79    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      20      20   909.5  4.8518 34.5055   120.2  4.7776 34.5065   120.2   64.20   36.79    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      19      19  1009.4  4.4381 34.5116   126.3  4.3583 34.5134   123.8   71.04   36.84    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      18      18  1211.1  3.7377 34.5421   121.8  3.6466 34.5425   123.6   86.16   37.47    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      17      17  1414.5  3.1423 34.5729   126.7  3.0400 34.5720   128.2   99.78   37.47    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      16      16  1617.2  2.7157 34.5949   135.7  2.6015 34.5959   136.4  107.83   37.05    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      15      15  1819.3  2.3509 34.6195   140.5  2.2245 34.6201   140.2  116.59   36.78    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      14      14  2021.1  2.1085 34.6378   144.1  1.9687 34.6380   142.4  123.72   36.73    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      13      13  2225.2  1.9771 34.6488   143.5  1.8218 34.6502   141.5  129.13   36.83    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      12      12  2429.5  1.8582 34.6575   142.3  1.6869 34.6587   140.9  134.63   36.99    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -0.002  -0.004 22222222299944 22222222299944
      79       1      11      11  2634.8  1.7650 34.6641   143.7  1.5768 34.6650   141.8  138.12   36.94    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1      10      10  2839.4  1.6941 34.6686   144.3  1.4884 34.6695   143.6  139.55   36.83    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1       9       9  3042.7  1.6281 34.6732   148.0  1.4044 34.6734   147.7  138.67   36.52    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1       8       8  3144.5  1.6222 34.6746   149.0  1.3887 34.6754   148.6  138.42   36.52    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1       7       7  3245.7  1.5966 34.6766   151.4  1.3537 34.6778   150.8  137.96   36.25    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      79       1       6       6  3347.1  1.5810 34.6778   153.0  1.3284 34.6786   152.7  137.29   36.25    0.00    2.46    -9.0    -9.0 -9.0000   -9.00   0.000  -0.004 22222222299944 22222222299944
      79       1       5       5  3447.9  1.5428 34.6811   155.8  1.2809 34.6802   155.9  136.63   35.93    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -0.001  -0.003 22222222299944 22222222299944
      79       1       4       4  3550.1  1.5202 34.6829   159.9  1.2484 34.6837   159.0  133.89   35.67    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -0.001  -0.003 22222222299944 22222222299944
      79       1       3       3  3601.8  1.5071 34.6834   160.0  1.2303 34.6847   160.4  135.51   35.62    0.00    2.42    -9.0    -9.0 -9.0000   -9.00  -0.005  -0.001 22222222299944 22222222299944
      79       1       2       2  3652.8  1.4320 34.6890   164.3  1.1519 34.6898   168.2  132.37   35.09    0.00    2.38    -9.0    -9.0 -9.0000   -9.00  -0.004  -0.001 22222222299944 22222222299944
      79       1       1       1  3679.6  1.3759 34.6931   172.1  1.0944 34.6922   171.8  130.70   34.83    0.00    2.36    -9.0    -9.0 -9.0000   -9.00   0.000  -0.004 22222222299944 22222222299944
      80       1      36      36     3.6 29.6034 33.7406   195.3 29.6025 33.7418   193.4    1.50    0.16    0.00    0.10    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      35      35    16.4 29.6053 33.7393   196.6 29.6013 33.7431   193.2    1.66    0.16    0.00    0.10    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      34      34    56.7 29.7010 35.0297   200.1 29.6870 35.0457   199.5    1.46    0.16    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      33      33   106.5 27.4236 36.1210   191.4 27.3988 36.1366   193.6    1.62    0.24    0.01    0.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      32      32   207.0 20.6878 35.8988   145.2 20.6484 35.8552   144.7    2.88    7.89    0.01    0.80    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      31      31   307.7 14.2416 35.0559   114.8 14.1964 35.0327   110.0   10.54   17.67    0.01    1.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      30      30   407.5  9.4165 34.6501   108.1  9.3706 34.6497   111.4   22.97   27.58    0.00    1.98    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      29      29   507.5  7.5254 34.5577   119.7  7.4752 34.5556   121.8   32.65   31.48    0.00    2.16    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      28      28   608.2  6.2783 34.5171   123.9  6.2234 34.5169   117.3   44.36   34.73    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      27      27   702.5  5.6389 34.4937   125.6  5.5785 34.4963   126.8   49.67   34.88    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      26      26   799.3  5.1896 34.5010   118.4  5.1230 34.5020   121.5   57.55   36.14    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      25      25   910.0  4.6600 34.5068   120.6  4.5871 34.5100   123.1   66.20   36.61    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      24      24  1009.1  4.2734 34.5200   129.9  4.1948 34.5230   121.1   74.70   37.24    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      23      23  1213.9  3.5160 34.5530   130.3  3.4266 34.5535   124.4   90.75   37.61    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      22      22  1410.8  2.9993 34.5787   126.7  2.8989 34.5804   131.7  101.36   37.29    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      21      21  1611.5  2.6047 34.6010   136.8  2.4923 34.6016   138.7  109.43   37.02    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      20      20  1820.1  2.3124 34.6217   141.1  2.1865 34.6228   141.5  116.85   36.86    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      19      19  2023.7  2.0932 34.6386   143.2  1.9533 34.5928   133.3  105.56   37.22    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 32244444499999 32244444499999
      80       1      18      18  2225.7  1.9569 34.6493   142.0  1.8018 34.6502   141.9  129.64   36.85    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      17      17  2429.3  1.8616 34.6562   140.6  1.6903 34.6576   140.2  134.76   37.05    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      16      16  2629.7  1.7734 34.6624   141.4  1.5855 34.6655   141.1  137.66   37.05    0.00    2.52    -9.0    -9.0 -9.0000   -9.00   0.004  -0.003 22232222299944 22232222299944
      80       1      15      15  2826.8  1.6987 34.6676   145.0  1.4941 34.6693   143.7  138.91   36.89    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      14      14  3034.2  1.6381 34.6721   148.5  1.4150 34.6730   147.1  139.53   36.67    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      13      13  3138.5  1.6084 34.6740   149.9  1.3758 34.6762   149.8  139.32   36.51    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      12      12  3241.4  1.5809 34.6761   152.8  1.3389 34.6777   152.6  139.11   36.40    0.00    2.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      11      11  3342.7  1.5490 34.6792   156.4  1.2975 34.6801   155.2  138.06   36.14    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1      10      10  3444.1  1.5214 34.6816   158.8  1.2604 34.6805   157.8  137.02   35.92    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1       9       9  3544.7  1.4856 34.6843   161.5  1.2152 34.6839   162.4  134.94   35.50    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1       8       8  3648.4  1.4290 34.6886   169.5  1.1494 34.6892   169.5  132.46   35.08    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      80       1       7       7  3699.3  1.3766 34.6926   171.0  1.0930 34.6931    -9.0  129.80   34.60    0.00    2.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22229222299999 22229222299999
      80       1       6       6  3751.5  1.3288 34.6953   176.3  1.0411 34.6959   175.2  127.77   34.28    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -0.002  -0.004 22222222299944 22222222299944
      80       1       5       5  3803.1  1.2867 34.6983   182.7  0.9946 34.6967   183.4  125.95   33.97    0.00    2.29    -9.0    -9.0 -9.0000   -9.00   0.004  -0.003 22222222299944 22222222299944
      80       1       4       4  3854.8  1.2597 34.7006   186.7  0.9629 34.6991   187.0  124.33   33.70    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.006   0.000 22222222299944 22222222299944
      80       1       3       3  3906.0  1.2359 34.7020   189.0  0.9344 34.7022   189.8  123.13   33.39    0.00    2.25    -9.0    -9.0 -9.0000   -9.00  -0.002  -0.003 22222222299944 22222222299944
      80       1       2       2  3957.9  1.2237 34.7029   191.5  0.9170 34.7038   192.3  122.52   33.33    0.00    2.24    -9.0    -9.0 -9.0000   -9.00   0.004  -0.003 22222222299944 22222222299944
      80       1       1       1  4018.3  1.1698 34.7067   198.5  0.8582 34.7073   195.8  120.92   32.96    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.009   0.001 22322222299944 22322222299944
      81       1      33      33     2.9 29.6647 34.0946   190.2 29.6639 34.0935   193.0    1.49    0.15    0.00    0.16    -9.0  2244.9  8.1572   25.00  -9.000  -9.000 22222222292299 22222222292299
      81       1      32      32    15.9 29.6728 34.0951   193.2 29.6689 34.0949   192.3    1.29    0.15    0.00    0.16    -9.0  2246.2  8.1583   25.00  -9.000  -9.000 22222222292299 22222222292299
      81       1      31      31    56.0 28.9680 35.5783   206.5 28.9545 35.6255   201.3    1.09    0.15    0.00    0.22    -9.0    -9.0  8.1459   25.00  -9.000  -9.000 22222222299299 22222222299299
      81       1      30      30   105.8 26.8729 36.1943   175.8 26.8486 36.1922   180.8    1.25    0.28    0.03    0.34    -9.0  2386.7  8.0873   25.00  -9.000  -9.000 22222222292299 22222222292299
      81       1      29      29   206.1 21.0748 35.9516   153.7 21.0350 35.9409   147.7    2.33    7.11    0.01    0.76    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      81       1      28      28   306.2 14.8964 35.1310   120.3 14.8500 35.1171   115.4    8.89   15.84    0.01    1.37    -9.0  2318.7  7.7670   25.00  -9.000  -9.000 22222222292299 22222222292299
      81       1      27      27   406.6 10.2354 34.6980   101.0 10.1872 34.6895   102.2   20.21   26.21    0.01    1.95    -9.0    -9.0  7.6199   25.00  -9.000  -9.000 22222222299299 22222222299299
      81       1      26      26   508.1  7.5406 34.5398   140.0  7.4902 34.5375   136.2   28.79   29.75    0.01    2.06    -9.0  2302.2  7.6111   25.00  -9.000  -9.000 22222222292299 22222222292299
      81       1      25      25   608.2  6.4989 34.5013   131.4  6.4430 34.4998   136.5   37.36   32.06    0.01    2.21    -9.0    -9.0  7.5895   25.00  -9.000  -9.000 22222222299299 22222222299299
      81       1      24      24   708.6  5.8457 34.4957   131.8  5.7836 34.4946   128.0   46.12   34.21    0.01    2.35  2233.1  2316.5  7.5595   25.00  -9.000  -9.000 22222222222299 22222222222299
      81       1      23      23   808.8  5.1844 34.4860   131.6  5.1170 34.4846   133.2   53.79   34.84    0.01    2.40  2241.3    -9.0  7.5573   25.00  -9.000  -9.000 22222222229299 22222222229299
      81       1      22      22   910.4  4.7609 34.5053   126.2  4.6873 34.5037   124.0   63.32   36.32    0.01    2.50  2257.7  2331.7  7.5399   25.00  -9.000  -9.000 22222222222299 22222222222299
      81       1      21      21  1012.2  4.3077 34.5136   126.0  4.2286 34.5132   126.5   71.95   36.69    0.01    2.52  2265.9    -9.0  7.5401   25.00  -9.000  -9.000 22222222229299 22222222229299
      81       1      20      20  1212.7  3.6620 34.5277   137.1  3.5714 34.5260   139.7   81.75   36.07    0.01    2.47  2271.8  2352.3  7.5567   25.00  -9.000  -9.000 22222222222299 22222222222299
