EXPOCODE 3250031_1   WHP-ID P31     CRUISE DATES 012594 TO 021994         20020814WHPOSIODM                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  TCARBN  ALKALI      PH  PHTEMP  CFC-11  CFC-12         QUALT1         QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG           DEG C PMOL/KG PMOL/KG                             *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                             *
      19       1      16      16  3633.2  1.5335 34.6848   171.4  1.2527 34.6875   170.7  126.90   34.30    0.00    2.37  2298.3  2401.7  7.5969   25.00  -9.000  -9.000 22232222222299 22232222222299
      19       1      15      15  3734.3  1.5083 34.6867   174.4  1.2176 34.6879   173.8  125.43   34.00    0.00    2.36  2292.5  2398.3  7.5979   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1      14      14  3836.6  1.4804 34.6885   176.6  1.1796 34.6903   176.6  124.59   33.84    0.00    2.34  2288.1  2400.3  7.5998   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1      13      13  3938.6  1.4535 34.6907   179.0  1.1425 34.6913   178.8  124.15   33.79    0.00    2.33  2288.2  2394.1  7.6013   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1      12      12  4040.3  1.4230 34.6928   181.5  1.1019 34.6927   180.7  125.34   33.69    0.00    2.32  2287.0  2418.3  7.6030   25.00  -9.000  -9.000 22222222223299 22222222223299
      19       1      11      11  4141.0  1.4043 34.6940   182.5  1.0726 34.6943   181.7  125.31   33.44    0.00    2.32  2281.0  2400.2  7.6040   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1      10      10  4243.8  1.3826 34.6955   184.8  1.0402 34.6964   184.4  124.46   33.28    0.00    2.31  2282.4  2398.5  7.6047   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1       9       9  4345.5  1.3676 34.6964   185.6  1.0142 34.6970   185.4  124.03   33.18    0.00    2.29  2282.9    -9.0  7.6035   25.00  -9.000  -9.000 22222222229299 22222222229299
      19       1       8       8  4447.8  1.3435 34.6983   188.1  0.9793 34.6992   187.5  123.18   33.03    0.00    2.29  2281.1  2396.2  7.6078   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1       7       7  4549.7  1.3254 34.6997   190.7  0.9501 34.7004   189.8  122.34   32.93    0.00    2.28  2280.7  2390.0  7.6079   25.00  -9.000  -9.000 22222222222299 22222222222299
      19       1       6       6  4651.5  1.3034 34.7015   192.1  0.9170 34.7024   192.0  121.91   32.68    0.00    2.27  2274.2  2395.4  7.6086   25.00   0.005  -0.002 22222222222222 22222222222222
      19       1       5       5  4754.0  1.2959 34.7024   194.2  0.8978 34.7024   193.6  121.87   32.67    0.00    2.26  2271.4  2389.1  7.6110   25.00   0.006  -0.001 22222222222222 22222222222222
      19       1       4       4  4855.7  1.2966 34.7025   194.0  0.8865 34.7038   194.1  122.45   32.77    0.00    2.26  2271.4    -9.0  7.6091   25.00   0.003   0.004 22222222229222 22222222229222
      19       1       3       3  4958.3  1.2910 34.7037   195.1  0.8688 34.7050   195.5  122.01   32.62    0.00    2.25  2269.5  2384.2  7.6089   25.00   0.004  -0.003 22222222222222 22222222222222
      19       1       2       2  5060.3  1.2988 34.7039   192.5  0.8640 34.7050   195.9  121.38   32.37    0.00    2.24  2271.9  2384.2  7.6100   25.00   0.009  -0.001 22222222222222 22222222222222
      19       1       1       1  5116.0  1.3042 34.7041   194.7  0.8624 34.7042   195.1  121.15   32.51    0.00    2.25  2269.7  2382.3  7.6099   25.00   0.013  -0.002 22222222222232 22222222222232
      20       1      36      36     3.0 29.4988 35.4511   185.0 29.4980 35.4511   192.9    1.84    0.08    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.514   0.835 22222222299922 22222222299922
      20       1      35      35    16.3 29.5118 35.4642   181.9 29.5078 35.4675   193.1    1.63    0.09    0.00    0.20    -9.0    -9.0 -9.0000   -9.00   1.553   0.859 22222222299922 22222222299922
      20       1      34      34    55.9 27.9610 36.0104   202.8 27.9478 36.0094   204.5    1.42    0.08    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.663   0.925 22222222299922 22222222299922
      20       1      33      33   106.0 25.6206 36.0482   212.9 25.5971 36.0584   199.8    1.20    0.13    0.01    0.20    -9.0    -9.0 -9.0000   -9.00   1.743   0.938 22222222299922 22222222299922
      20       1      32      32   205.2 20.4542 35.8406   169.7 20.4155 35.8406   166.2    1.74    5.07    0.01    0.56    -9.0    -9.0 -9.0000   -9.00   1.776   0.934 22222222299966 22222222299966
      20       1      31      31   304.5 14.7842 35.0993   140.4 14.7384 35.0913   145.0    6.57   13.20    0.00    1.14    -9.0    -9.0 -9.0000   -9.00   1.243   0.634 22222222299922 22222222299922
      20       1      30      30   404.7 10.2180 34.6641   107.5 10.1701 34.6586   106.8   18.71   25.27    0.00    1.92    -9.0    -9.0 -9.0000   -9.00   0.386   0.188 22222222299922 22222222299922
      20       1      29      29   603.2  6.2773 34.4727   144.6  6.2229 34.4738   147.4   36.09   31.02    0.00    2.16    -9.0    -9.0 -9.0000   -9.00   0.064   0.028 22222222299932 22222222299932
      20       1      28      28   804.3  5.0307 34.4865   137.6  4.9647 34.4883   136.6   56.48   34.31    0.00    2.38    -9.0    -9.0 -9.0000   -9.00   0.015   0.001 22222222299922 22222222299922
      20       1      27      27  1005.9  4.1850 34.5143   134.1  4.1074 34.5144   132.3   73.59   35.69    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.009   0.014 22222222299922 22222222299922
      20       1      26      26  1255.5  3.4373 34.5486   134.2  3.3453 34.5500   134.1   89.52   36.05    0.00    2.52    -9.0    -9.0 -9.0000   -9.00   0.002  -0.003 22222222299922 22222222299922
      20       1      25      25  1506.7  2.8387 34.5820   139.5  2.7322 34.5826   140.3  101.24   35.86    0.00    2.51    -9.0    -9.0 -9.0000   -9.00   0.007   0.000 22222222299922 22222222299922
      20       1      24      24  1760.7  2.4333 34.6108   144.4  2.3107 34.6115   144.9  110.59   35.67    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      23      23  2011.5  2.1546 34.6325   148.4  2.0148 34.6323   149.2  117.09   35.34    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      22      22  2263.2  1.9550 34.6508   150.0  1.7966 34.6533   149.9  124.09   35.35    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      20       1      21      21  2516.9  1.8668 34.6607   151.0  1.6875 34.6610   150.1  127.91   35.36    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.003  -0.003 22222222299922 22222222299922
      20       1      20      20  2771.0  1.7790 34.6687   151.3  1.5779 34.6692   152.0  130.74   35.22    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      19      19  3024.1  1.7049 34.6747   154.9  1.4813 34.6749   155.8  131.93   35.08    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      18      18  3225.2  1.6471 34.6783   159.3  1.4050 34.6800   159.7  131.26   34.79    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      17      17  3428.2  1.5727 34.6818   168.2  1.3121 34.6830   167.5  128.13   34.26    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      16      16  3632.8  1.5172 34.6855   173.0  1.2369 34.6883   173.3  126.04   33.88    0.00    2.37    -9.0    -9.0 -9.0000   -9.00   0.001  -0.001 22232222299922 22232222299922
      20       1      15      15  3733.7  1.4921 34.6878   175.4  1.2019 34.6863   176.1  125.99   33.89    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      14      14  3835.5  1.4719 34.6891   177.4  1.1715 34.6906   177.8  125.54   33.75    0.00    2.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      13      13  3934.6  1.4545 34.6908   179.0  1.1439 34.6936   179.1  125.09   33.46    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      20       1      12      12  4035.0  1.4308 34.6920   180.3  1.1100 34.6950   180.8  124.84   33.47    0.00    2.33    -9.0    -9.0 -9.0000   -9.00   0.035  -0.004 22232222299942 22232222299942
      20       1      11      11  4132.7  1.3973 34.6937   183.3  1.0667 34.6942   182.6  125.19   33.33    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1      10      10  4229.2  1.3803 34.6958   184.3  1.0396 34.6954   184.2  124.94   33.29    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1       9       9  4327.0  1.3586 34.6971   185.2  1.0076 34.6969   186.4  124.29   33.05    0.00    2.30    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      20       1       8       8  4422.0  1.3337 34.6989   188.9  0.9727 34.6999   188.6  123.63   32.97    0.00    2.30    -9.0    -9.0 -9.0000   -9.00   0.003   0.002 22222222299922 22222222299922
      20       1       7       7  4512.0  1.3252 34.6994   190.8  0.9542 34.7003   189.7  123.18   32.93    0.00    2.29    -9.0    -9.0 -9.0000   -9.00   0.003  -0.001 22222222299922 22222222299922
      20       1       6       6  4625.5  1.2945 34.7019   191.8  0.9114 34.7028   192.6  122.33   32.74    0.00    2.28    -9.0    -9.0 -9.0000   -9.00   0.012  -0.003 22222222299932 22222222299932
      20       1       5       5  4734.8  1.2742 34.7030   193.7  0.8790 34.7040   194.8  121.68   32.55    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.010   0.001 22222222299922 22222222299922
      20       1       4       4  4840.5  1.2780 34.7034   195.5  0.8702 34.7044   195.4  121.43   32.56    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.013   0.010 22222222299922 22222222299922
      20       1       3       3  4943.1  1.2797 34.7044   198.2  0.8596 34.7042   196.1  121.38   32.52    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.005   0.000 22222222299922 22222222299922
      20       1       2       2  5047.0  1.2863 34.7045   199.4  0.8535 34.7054   196.4  121.74   32.62    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.006   0.003 22222222299922 22222222299922
      20       1       1       1  5215.0  1.3024 34.7049   198.4  0.8486 34.7062   196.1  122.10   32.58    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.001  -0.002 22222222299922 22222222299922
      21       1      36      36     1.7 29.4700 35.7866   184.3 29.4695 35.7869   193.2    1.73    0.15    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      35      35    15.7 29.3613 35.8184   189.9 29.3575 35.8080   193.4    1.53    0.10    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      34      34    55.4 28.4369 36.0747   169.4 28.4236 36.0703   204.6    1.51    0.11    0.00    0.18    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      33      33   105.2 25.1716 36.0811   192.6 25.1486 36.0794   193.5    1.31    0.11    0.00    0.23    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      32      32   204.6 21.2175 35.9657   173.5 21.1778 35.9497   166.7    1.67    4.65    0.01    0.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      31      31   303.8 15.6308 35.2002   160.8 15.5832 35.2019   152.1    5.36   11.28    0.00    1.01    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      30      30   401.0 10.2680 34.6650   112.9 10.2204 34.6672   110.1   18.12   24.47    0.00    1.88    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      29      29   601.9  6.4962 34.4806   145.5  6.4410 34.4804   146.3   34.41   30.45    0.00    2.14    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      28      28   804.6  4.9984 34.4882   133.8  4.9325 34.4881   135.2   56.49   33.99    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      27      27  1004.8  4.1315 34.5153   130.6  4.0544 34.5156   132.7   73.45   35.24    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      26      26  1251.8  3.3836 34.5494   135.7  3.2923 34.5502   135.5   88.33   35.70    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      25      25  1503.4  2.7572 34.5888   138.1  2.6518 34.5902   138.6  103.25   35.92    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      24      24  1753.6  2.3632 34.6148   147.5  2.2421 34.6166   145.7  111.42   35.64    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      23      23  2007.3  2.1163 34.6350   149.7  1.9775 34.6357   148.3  118.52   35.52    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      22      22  2260.8  1.9550 34.6511   153.3  1.7968 34.6522   149.9  123.72   35.19    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      21      21  2517.3  1.8609 34.6618   149.1  1.6816 34.6620   149.5  127.96   35.21    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      20      20  2770.3  1.7701 34.6697   152.1  1.5693 34.6703   151.1  130.82   35.18    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      19      19  3024.4  1.6920 34.6754   154.4  1.4687 34.6756   155.9  131.01   35.01    0.00    2.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      18      18  3227.7  1.6312 34.6786   161.2  1.3893 34.6796   161.0  130.38   34.68    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      17      17  3429.7  1.5721 34.6824   167.6  1.3114 34.6813   167.1  128.53   34.31    0.00    2.41    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      16      16  3633.4  1.5035 34.6866   171.3  1.2235 34.6861   173.4  126.49   33.93    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      15      15  3734.3  1.4764 34.6885   175.3  1.1866 34.6884   176.2  126.07   33.60    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      14      14  3835.8  1.4573 34.6902   175.2  1.1572 34.6910   176.1  127.28   33.77    0.00    2.37    -9.0    -9.0 -9.0000   -9.00   0.008   0.000 22222222299922 22222222299922
      21       1      13      13  3937.6  1.4334 34.6915   178.4  1.1231 34.6924   178.0  126.86   33.64    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      12      12  4039.8  1.4217 34.6927   178.2  1.1007 34.6932   179.2  126.65   33.61    0.00    2.35    -9.0    -9.0 -9.0000   -9.00   0.007  -0.008 22222222299922 22222222299922
      21       1      11      11  4141.4  1.4071 34.6937   179.7  1.0753 34.6930   181.1  126.24   33.49    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1      10      10  4242.5  1.3902 34.6955   184.5  1.0477 34.6948   182.7  125.41   33.36    0.00    2.33    -9.0    -9.0 -9.0000   -9.00   0.015  -0.008 22222222299932 22222222299932
      21       1       9       9  4345.1  1.3690 34.6968   185.1  1.0156 34.6968   184.7  125.20   33.23    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1       8       8  4446.1  1.3463 34.6982   186.8  0.9822 34.6986   187.3  124.59   33.00    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1       7       7  4547.5  1.3149 34.7008   190.5  0.9402 34.7013   190.8  123.16   32.77    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      21       1       6       6  4649.1  1.3038 34.7016   191.9  0.9177 34.7027   192.5  122.55   32.69    0.00    2.28    -9.0    -9.0 -9.0000   -9.00   0.007  -0.006 22222222299922 22222222299922
      21       1       5       5  4752.8  1.2909 34.7027   193.5  0.8931 34.7033   194.6  121.94   32.56    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.004  -0.005 22222222299922 22222222299922
      21       1       4       4  4854.7  1.2834 34.7041   194.9  0.8737 34.7038   195.0  121.53   32.48    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.004  -0.006 22222222299922 22222222299922
      21       1       3       3  5059.2  1.2820 34.7048   198.2  0.8478 34.7047   196.9  121.32   32.40    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.018  -0.006 22222222299942 22222222299942
      21       1       2       2  5262.6  1.3022 34.7052   198.9  0.8425 34.7057   197.5  120.70   32.42    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.002  -0.003 22222222299922 22222222299922
      21       1       1       1  5427.1  1.3223 34.7049   197.4  0.8413 34.7060   197.3  121.10   32.34    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.010  -0.004 22222222299922 22222222299922
      22       1      36      36     2.4 29.6339 35.5836   192.3 29.6334 35.5835   193.2    1.42    0.01    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.556   0.839 22222222299922 22222222299922
      22       1      35      35    11.5 29.6336 35.6586   193.4 29.6308 35.7169   193.0    1.39    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      34      34    56.1 29.0621 35.9061   193.9 29.0485 35.9330   198.9    1.18    0.01    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.613   0.848 22222222299922 22222222299922
      22       1      33      33   106.5 26.7473 36.1501   197.3 26.7230 36.1270   201.7    1.15    0.01    0.00    0.20    -9.0    -9.0 -9.0000   -9.00   1.646   0.870 22222222299922 22222222299922
      22       1      32      32   206.6 21.0101 35.9602   176.9 20.9703 35.9731   169.8    1.48    4.28    0.01    0.54    -9.0    -9.0 -9.0000   -9.00   1.856   0.964 22222222299966 22222222299966
      22       1      31      31   306.0 14.0992 35.0199    -9.0 14.0546 34.9834   136.5    8.48   15.05    0.00    1.29    -9.0    -9.0 -9.0000   -9.00   1.085   0.528 24522222299922 24522222299922
      22       1      30      30   405.9  9.3365 34.6062   114.4  9.2911 34.6039   118.3   20.84   26.05    0.00    1.95    -9.0    -9.0 -9.0000   -9.00   0.250   0.136 22222222299966 22222222299966
      22       1      29      29   603.5  5.9385 34.4708   147.2  5.8857 34.4707   146.3   39.87   31.45    0.00    2.20    -9.0    -9.0 -9.0000   -9.00   0.040   0.023 22222222299922 22222222299922
      22       1      28      28   805.5  4.9075 34.4904   133.5  4.8421 34.4907   134.4   58.01   34.20    0.00    2.40    -9.0    -9.0 -9.0000   -9.00   0.014   0.007 22322222299922 22322222299922
      22       1      27      27  1006.0  4.2197 34.5133   127.4  4.1419 34.5149   129.5   72.15   35.49    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.002  -0.004 22222222299922 22222222299922
      22       1      26      26  1256.5  3.4579 34.5470   136.0  3.3656 34.5465   134.1   86.78   35.74    0.00    2.51    -9.0    -9.0 -9.0000   -9.00   0.013   0.006 22222222299922 22222222299922
      22       1      25      25  1507.6  2.8290 34.5810   135.6  2.7225 34.5848   140.6   99.72   35.51    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.002  -0.006 22222222299922 22222222299922
      22       1      24      24  1754.9  2.4142 34.6116   143.7  2.2924 34.6120   144.5  109.96   35.32    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      23      23  2005.1  2.1435 34.6330   148.9  2.0045 34.6344   147.0  117.03   35.23    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.002   0.005 22222222299922 22222222299922
      22       1      22      22  2261.8  1.9755 34.6494   147.2  1.8170 34.6497   147.9  122.39   35.33    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      21      21  2515.0  1.8880 34.6591   150.3  1.7084 34.6588   148.3  126.41   35.34    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.004  -0.002 22222222299922 22222222299922
      22       1      20      20  2766.7  1.7708 34.6688   149.7  1.5703 34.6686   150.7  130.05   35.25    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      19      19  3018.2  1.6948 34.6750   156.1  1.4720 34.6746   154.3  131.47   35.11    0.00    2.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      18      18  3221.9  1.6343 34.6780   157.9  1.3929 34.6772   159.8  130.42   34.83    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      17      17  3424.6  1.5647 34.6817   167.0  1.3047 34.6817   167.0  128.56   34.35    0.00    2.39    -9.0    -9.0 -9.0000   -9.00   0.012   0.004 22222222299922 22222222299922
      22       1      16      16  3625.1  1.5091 34.6856   169.4  1.2298 34.6846   171.7  127.11   33.96    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      15      15  3725.4  1.4804 34.6875   173.1  1.1914 34.6866   173.8  126.48   33.82    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      14      14  3826.4  1.4580 34.6893   175.2  1.1589 34.6889   175.7  125.85   33.63    0.00    2.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      13      13  3929.4  1.4324 34.6911   176.9  1.1230 34.6916   177.5  126.03   33.54    0.00    2.34    -9.0    -9.0 -9.0000   -9.00   0.020   0.006 22222222299932 22222222299932
      22       1      12      12  4031.1  1.4163 34.6921   176.4  1.0963 34.6918   178.9  125.81   33.50    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      11      11  4134.9  1.3884 34.6940   179.6  1.0578 34.6928   181.9  124.78   33.27    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1      10      10  4238.0  1.3705 34.6954   182.8  1.0291 34.6941   183.8  124.35   33.13    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1       9       9  4341.1  1.3519 34.6969   185.6  0.9995 34.6953   186.0  123.52   32.94    0.00    2.30    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1       8       8  4444.2  1.3286 34.6985   187.2  0.9653 34.6980   188.4  122.50   32.80    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1       7       7  4546.3  1.3209 34.6998   187.7  0.9461 34.6990   190.1  121.87   32.71    0.00    2.28    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      22       1       6       6  4646.7  1.3047 34.7010   190.5  0.9188 34.7008   191.2  121.45   32.52    0.00    2.27    -9.0    -9.0 -9.0000   -9.00   0.008   0.001 22222222299922 22222222299922
      22       1       5       5  4748.1  1.2901 34.7022   192.5  0.8929 34.6998   193.7  120.83   32.38    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.012   0.003 22232222299922 22232222299922
      22       1       4       4  4850.0  1.2896 34.7027   192.9  0.8804 34.7007   194.6  120.81   32.35    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.002   0.000 22222222299922 22222222299922
      22       1       3       3  4952.1  1.2841 34.7034   194.7  0.8628 34.7011   195.7  120.39   32.26    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.019   0.002 22222222299942 22222222299942
      22       1       2       2  5054.7  1.2917 34.7032   196.3  0.8578 34.7023   195.9  120.57   32.22    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.002   0.001 22222222299922 22222222299922
      22       1       1       1  5198.4  1.3016 34.7041   197.4  0.8498 34.7036   195.1  120.15   32.12    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.008   0.002 22222222299922 22222222299922
      23       1      36      36     2.6 29.7620 35.7430   190.7 29.7614 35.7430   192.9    1.51    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      23       1      35      35    12.9 29.4733 35.7275   183.9 29.4701 35.7274   193.5    1.49    0.00    0.00    0.18  1968.5  2361.0  8.1548   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      34      34    57.8 28.5435 36.0245   196.4 28.5297 36.0228   203.2    1.48    0.00    0.00    0.18  1982.5  2380.9  8.1504   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      33      33   107.9 25.7478 36.3484   201.1 25.7238 36.3434   192.7    1.46    0.00    0.00    0.25  2038.0  2396.1 -9.0000   -9.00  -9.000  -9.000 22222222222999 22222222222999
      23       1      32      32   207.2 20.6238 35.9012   172.0 20.5845 35.8883   168.1    1.99    4.72    0.01    0.56    -9.0  2370.1  8.0948   25.00  -9.000  -9.000 22222222292299 22222222292299
      23       1      31      31   305.3 13.7086 34.9748   140.7 13.6649 34.9708   128.6    9.40   16.04    0.00    1.36  2144.6  2311.9  7.7608   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      30      30   404.5  9.7565 34.6343   116.1  9.7100 34.6314   118.1   19.41   25.32    0.00    1.89  2184.8  2306.4  7.6360   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      29      29   605.2  6.1295 34.4743   139.5  6.0756 34.4739   147.0   38.35   31.39    0.00    2.18  2205.2  2299.1  7.5984   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      28      28   805.2  4.9749 34.4839   139.0  4.9091 34.4855   138.4   56.21   34.18    0.00    2.37  2234.3  2328.7  7.5684   25.00  -9.000  -9.000 22322222222299 22322222222299
      23       1      27      27  1005.1  4.1729 34.5167   128.2  4.0954 34.5170   129.6   73.99   35.91    0.00    2.50  2259.8  2347.3  7.5367   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      26      26  1256.9  3.4739 34.5531   123.4  3.3814 34.5547   124.5   90.63   36.85    0.00    2.59  2280.3  2369.5  7.5337   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      25      25  1508.3  2.8871 34.5831   138.1  2.7799 34.5828   134.9  101.37   36.17    0.00    2.56  2286.1  2375.6  7.5455   25.00  -9.000  -9.000 22222222222299 22222222222299
